Company Name,Street Address,Street Address (2),City,State,Zip Code,County,Latitude,Longitude,Contact Name,Phone Number,Email,Hauler Type,Preferred Vendor,Market Type
GO SMART PORTABLES LLC,550 WARWICK TPKE,,Hewitt,NJ,7421,Passaic County,41.1677964,-74.3912229,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
FANTAZZIAS COMPANIES LLC,407 N DOUGLASS AVE,,Margate,NJ,8402,Atlantic County,39.3367918,-74.5020847,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
RICHARD LEOPOLD TA BOSS CLEANING & HAULING,310 ZION RD,,Egg Harbor Twp,NJ,8234,Atlantic County,39.3588476,-74.6534642,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MEDXWASTE-NY LLC,1014 GRAND BLVD,,DEER PARK,NY,11729,Suffolk County,40.7604936,-73.297394,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
JMT ENVIRONMENTAL TECHN,3353 GUNCLUB RD,,NAZARETH,PA,18064,Northampton County,40.7257867,-75.3574139,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
SES ENVIRONMENTAL LLC,1307 14TH AVE,,Dorothy,NJ,8317,Atlantic County,39.409264,-74.837643,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
NORTHERN NEW JERSEY DUMPSTER RENTALS LLC,8 JOHNATHAN DR,,Lafayette,NJ,7848,Sussex County,41.1314521,-74.6968741,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MOBILE DREDGING & VIDEO PIPE INC,3100 BETHEL RD,,CHESTER,PA,19013,Delaware County,39.8430511,-75.4060657,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
HAJEKS INC,792 WARWICK TPKE,,West Milford Twp,NJ,7421,Passaic County,41.1829083,-74.3890957,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GERBER LANDSCAPING SERVICES LLC,1011 OLD FOUNDRY RD,,Newton,NJ,7860,Sussex County,41.0822437,-74.8771781,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
J&D TRUCKING INC,3526 N WEST BLVD,,Vineland,NJ,8360,,39.4841542,-75.0264143,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
P & W CORPORATION,856 WARWICK TPKE,,Zeliff Pond,NJ,7421,Sussex County,41.1886057,-74.3899528,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GROVE DISPOSAL LLC,480 GARDEN RD,,Pittsgrove Twp,NJ,8318,Salem County,39.5351316,-75.12176629999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MDM CONTRACTING LLC,596 N MILL RD,,Vineland,NJ,8360,Cumberland County,39.4964521,-75.0612017,,,,Hazardous Waste Transporter,No,Open Market
MDM CONTRACTING LLC,596 N MILL RD,,Vineland,NJ,8360,Cumberland County,39.4964521,-75.0612017,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
LEWIS ENVIRONMENTAL LLC,455 RAILROAD PLZ,,ROYERSFORD,PA,19468,Montgomery County,40.1875417,-75.546058,,,,Hazardous Waste Transporter,No,Open Market
LEWIS ENVIRONMENTAL LLC,455 RAILROAD PLAZA,,ROYERSFORD,PA,19468,Montgomery County,40.1875417,-75.546058,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ALL SEPTIC MANAGEMENT LLC,10 PINE ST,,Vernon,NJ,7428,Sussex County,41.1802796,-74.5457103,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
STERN AUTO CORP (SAC),143 POND SCHOOL RD,,Wantage Twp,NJ,7461,Sussex County,41.16974450000001,-74.6126757,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GIORDANO VINELAND SCRAP MATERIAL LLC,110 N MILL RD,,Vineland,NJ,8360,Cumberland County,39.4893387,-75.062229,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
COMPLETE SITE SOLUTIONS LLC,101 ROBINS RUN E,,Logan Twp,NJ,8085,Gloucester County,39.7499171,-75.3724838,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WOOLWICH SAND & GRAVEL LLC,2036 OLDMANS CREEK RD,,Woolwich Twp,NJ,8085,Gloucester County,39.7290569,-75.3588573,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ISLAND PUMP & TANK CORP,40 DOYLE CT,,EAST NORTHPORT,NY,11731,Suffolk County,40.8366625,-73.316533,,,,Hazardous Waste Transporter,No,Open Market
K B SEPTICS LLC,883 ALVINE RD,,Pittsgrove Twp,NJ,8318,Salem County,39.509557,-75.1091069,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GE MECHANICAL LLC,2316 S MAIN RD,,Willow Grove,NJ,8360,Cumberland County,39.4518559,-75.0126315,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ENGLISH CREEK MECHANICAL INC.,1325 MAYS LANDING SOMERS POINT RD,,Egg Harbor Twp,NJ,8234,Atlantic County,39.3155051,-74.6295663,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
JENACK CONSTRUCTION LLC,5 DRUID LN,,MALVERN,PA,19355,Chester County,40.0267319,-75.5348255,,,,Soil & Fill Recycling Services,No,Open Market
STEVEN L FOSTER,1084 STATE HIGHWAY 45,,Pilesgrove Twp,NJ,8098,Salem County,39.6673589,-75.31373789999999,,,,Soil & Fill Recycling Services,No,Open Market
AGLIANO BROTHERS TRUCKING INC,248 STONE RD,,BARTO,PA,19504,Montgomery County,40.3632064,-75.56377499999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
RICH WINGLE CONTRACTOR INC,237 MEYERS RD,,Branchville,NJ,7826,Sussex County,41.1713049,-74.69078499999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ADR ENVIRONMENTAL LLP,343A US HWY 206,,Branchville,NJ,7826,Sussex County,41.1513705,-74.7663093,,,,Soil & Fill Recycling Services,No,Open Market
ADR ENVIRONMENTAL LLP,343 RT 206,,Branchville,NJ,7826,Sussex County,41.1515596,-74.76628029999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WINGLE SUPPLY CO INC,7 COOK RD,,Branchville,NJ,7826,Sussex County,41.15321660000001,-74.7660508,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
HEI OF PA INC,1585 MCDANIEL DR,,WEST CHESTER,PA,19280,Chester County,39.9674139,-75.5201635,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
LACYS EXPRESS INC,26 E MILL ST,,Pedricktown,NJ,8067,Salem County,39.760704,-75.404802,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
LACYS EXPRESS INC,26 E MILL ST,,Pedricktown,NJ,8067,Salem County,39.760704,-75.404802,,,,Hazardous Waste Transporter,No,Open Market
SJ TRANSPORTATION CO INC,1176 HARDING HWY,,Pilesgrove Twp,NJ,8098,Salem County,39.6482276,-75.3089005,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
SJ TRANSPORTATION COMPANY,1176 US RT 40,,Pilesgrove Twp,NJ,8098,Salem County,39.6462447,-75.3092508,,,,Hazardous Waste Transporter,No,Open Market
COLE CONSTRUCTION SERVICES LLC,884 PARVIN MILL RD,,Pittsgrove Twp,NJ,8318,Salem County,39.5033545,-75.13068489999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
EXCAVATING NEW JERSEY LLC,406 RT 565,,Wantage,NJ,7461,Sussex County,41.194692,-74.62335929999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"SEPTIC EXPERTS, LLC",228 RT 565,,Watchung,NJ,7461,Sussex County,41.1946915,-74.62337990000002,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ASAP CONTAINER SERVICE LLC,99 MAPLE GRANGE RD,,Vernon,NJ,7462,Sussex County,41.2180253,-74.4655071,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
SPEIDEL & SONS SEPTIC SERVICE LLC,10 CEDAR RIDGE ROAD NORTH,,Vernon Twp,NJ,7461,Sussex County,41.2121584,-74.5234684,,,,Soil & Fill Recycling Services,No,Open Market
SPEIDEL & SONS SEPTIC SERVICE LLC,10 CEDAR RIDGE RD N,,Vernon Twp,NJ,7461,Sussex County,41.2121584,-74.5234684,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
PIERSON LANDSCAPING & DESIGN LLC,130 E SHORE CULVER RD,,Branchville,NJ,7826,Sussex County,41.1668659,-74.76925159999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
UNITED RENTALS NORTH AMERICA INC,100 FIRST STAMFORD PL,,STAMFORD,CT,6902,Western Connecticut Planning Region,41.0443102,-73.5486083,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ELLIOTTS SEPTIC SERVICE INC,3555 DELSEA DR,,Maurice River Twp,NJ,8348,Cumberland County,39.43524559999999,-75.03964189999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
C & H DISPOSAL SERVICE INC,47 GRIERS LN,,Pittsgrove Twp,NJ,8318,,39.5470251,-75.2161378,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MILLER ENVIRONMENTAL GROUP INC,108 E LAKE RD,,Woodstown,NJ,8098,Salem County,39.6352542,-75.3192796,,,,Hazardous Waste Transporter,No,Open Market
AARON ENVIRONMENTAL GROUP INC,46 STEERS AVE,,NORTHPORT,NY,11768,Suffolk County,40.9121654,-73.35023029999999,,,,Soil & Fill Recycling Services,No,Open Market
REDOAK DISPOSAL SERVICE INC,DARETOWN BRIDGETON RD,,Alloway Twp,NJ,8001,Salem County,39.5674775,-75.24694,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"JV HAULING, A PRTSP T/A VINCENT SPEZIALE, J",45 LOUNSBERRY HOLLOW RD,,Vernon Twp,NJ,7461,Sussex County,41.2363717,-74.5008481,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ENVIRONMENTAL WASTE MINIMIZATION INC,14 BRICK KILN CT,,NORTHAMPTON,PA,18067,Northampton County,40.6949386,-75.48117529999999,,,,Hazardous Waste Transporter,No,Open Market
ENVIRONMENTAL WASTE MINIMIZATION INC,14 BRICK KILN CT,,NORTHAMPTON,PA,18067,Northampton County,40.6949386,-75.48117529999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WASTE MANAGEMENT OF PA,197 SWAMP CREEK RD,,GILBERTSVILLE,PA,19525,Montgomery County,40.3369608,-75.6112273,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MACE & SONS LLC T/A BIG JOHN'S CLEAN OUTS,20 ESSEX RD,,Wantage Twp,NJ,7461,Sussex County,41.220513,-74.6258581,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
SPACE FARMS INC,218 RT 519,,Sussex,NJ,7461,Sussex County,41.2109403,-74.6945836,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"MATTHEW FRANKLIN, SOLE PROPRIETOR",114 MAIN STREET,,Corbin City,NJ,8226,Atlantic County,39.299442,-74.75319449999999,,,,Soil & Fill Recycling Services,No,Open Market
HORWITH TRUCKS INC,RT 329,,NORTH HAMPTON,PA,18067,Northampton County,40.6922587,-75.4948685,,,,Hazardous Waste Transporter,No,Open Market
HORWITH TRUCKS INC,RT 329,,NORTH HAMPTON,PA,18067,Northampton County,40.6922587,-75.4948685,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CHARLES CAPASSO & SONS CARTING INC,65 GRASSY POINT RD,,STONY POINT,NY,10980,Rockland County,41.2250599,-73.9679664,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CAPRIONI PORTABLE TOILETS INC,188 HEAD OF THE RIVER RD,,Dennis Twp,NJ,8270,Atlantic County,39.3105407,-74.82131679999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WM P MCGOVERN INC,920 S BOLMAR ST,,WESTCHESTER,PA,19382,Chester County,39.95384749999999,-75.5827456,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ELDREDGE INC,898 FERNHILL RD,,WEST CHESTER,PA,19380,Chester County,39.975737,-75.591633,,,,Hazardous Waste Transporter,No,Open Market
ELDREDGE INC,898 FERNHILL RD,,WEST CHESTER,PA,19380,Chester County,39.975737,-75.591633,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
DJS JUNK REMOVAL LLC,168 RICHARDS RD,,Bridgeton,NJ,8302,Cumberland County,39.48158859999999,-75.1859607,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
REUTER CONSTRUCTION INC,279 S SHORE RD,,Marmora,NJ,8233,Cape May County,39.2583668,-74.65437279999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ENGLISH SEWAGE DISPOSAL INC,1082 PARSONAGE RD,,Upper Deerfield Twp,NJ,8313,Cumberland County,39.4969385,-75.2295951,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
FULL CIRCLE REMOVAL LLC,2535 RT 209,,SCIOTA,PA,18354,Monroe County,40.9270122,-75.32959629999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BARBARA SEPTIC CLEANING LLC,280 ALLOWAY ALDINE RD,,Alloway Twp,NJ,8098,Salem County,39.5650786,-75.3212545,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CAPE DISPOSAL SERVICE LLC,820 SOUTH SHORE ROAD,,Marmora,NJ,8223,Cape May County,39.24597199999999,-74.6676119,,,,Soil & Fill Recycling Services,No,Open Market
CENTRAL SEPTIC SERVICE LLC,100 HACKETT RD,,Woodstown,NJ,8098,Salem County,39.6000369,-75.3714541,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
AMA RESOURCE LLC,6 LOMBARDY DR,,WILMINGTON,DE,19803,New Castle County,39.7827047,-75.5354079,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
H2O SEPTIC SERVICES LLC,92 DUBOIS RD,,Upper Deerfield Twp,NJ,8302,Cumberland County,39.4845638,-75.249226,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
FRED A COOK JR INC,228 ALBANY POST RD,,BUCHANAN,NY,10511,Westchester County,41.2684214,-73.9358949,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MANAGE DIRECT SYSTEMS ENVIRONMENTAL LLC,19 BROADMOOR RD,,DOUGLASSVILLE,PA,19518,Berks County,40.2493797,-75.69778099999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
SEASHORE ASPHALT CORPORATION,2451 ROUTE 610,,Woodbine,NJ,8270,Cape May County,39.2418522,-74.815457,,,,Hazardous Waste Transporter,No,Open Market
ZARKO ENTERPRISES INC,2451 RT 610,,Woodbine,NJ,8270,Cape May County,39.2679305,-74.86494119999999,,,,Hazardous Waste Transporter,No,Open Market
SEASHORE ASPHALT CORP,2451 RT 610,,Woodbine,NJ,8270,Cape May County,39.2679305,-74.86494119999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ACTION SUPPLY INC,1413 OLD STAGECOACH RD,,Seaville,NJ,8230,Cape May County,39.2214675,-74.7016344,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MANAGE DIRECT SYSTEMS ENVIRONMENTAL LLC,5028 PEACH BLOSSOM DR,,DOUGLASSVILLE,PA,19518,Berks County,40.2801596,-75.7153992,,,,Hazardous Waste Transporter,No,Open Market
P GUY SEWAGE DISPOSAL LLC,76 COOL RUN RD,,Quinton Twp,NJ,8302,Salem County,39.5202183,-75.34508319999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
SOUTH JERSEY RECYCLING LLC,234 N HOOK RD,,Pennsville,NJ,8070,Salem County,39.6618628,-75.4890307,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
EARTHTECH CONTRACTING INC,2101 DENNISVILLE PETERSBURG RD,,Woodbine,NJ,8230,Cape May County,39.2249988,-74.7744927,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WYNNS BINS LLC,72 GLEN RD,,Wantage Twp,NJ,7461,Sussex County,41.30382669999999,-74.6332218,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ZARKO ENTERPRISES INC,2451 DENNISVILLE PETERSBURG RD,,Woodbine,NJ,8270,Cape May County,39.2216668,-74.77787649999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
US ENVIRONMENTAL INC,409 BOOT RD,,DOWNINGTON,PA,19335,Chester County,40.0026464,-75.69171469999999,,,,Hazardous Waste Transporter,No,Open Market
US ENVIRONMENTAL INC,409 BOOT RD,,DOWNINGTOWN,PA,19335,Chester County,40.0026464,-75.69171469999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
Z L PATTERSON & SON LLC,23 N BURDEN HILL RD,,Quinton,NJ,8079,Salem County,39.5336745,-75.37919620000001,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
PIERCE SEPTIC SYSTEMS INC,315 S BURLINGTON RD,,Bridgeton,NJ,8302,Cumberland County,39.4028573,-75.2051764,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
HOOK CONSTRUCTIONS LLC,23 S HOOK RD,,Pennsville,NJ,8070,Salem County,39.6411976,-75.4969481,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
HOOK CONSTRUCTIONS LLC,23 S HOOK ROAD,,Pennsville,NJ,8070,Salem County,39.6411976,-75.4969481,,,,Soil & Fill Recycling Services,No,Open Market
HIGH GROUND INDUSTRIAL LLC,12 INDUSTRIAL DR,,FLORIDA,NY,10921,Orange County,41.3459206,-74.3613888,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
J L DAVIS JOB MANAGEMENT INC,WOODBINE OCEANVIEW RD,,Ocean View,NJ,8230,Cape May County,39.1968631,-74.7486233,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GOLDSBOROUGH LARRY P,456 GREENWICH RD,,Bridgeton,NJ,8302,Cumberland County,39.4234501,-75.2647783,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
TURNER ENTERPRISES INC,2557 RT 9,,Ocean View,NJ,8230,Cape May County,39.181556,-74.73148859999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
HS TOZER LLC,197 DENNISVILLE RD,,Cape May Court House,NJ,8210,Cape May County,39.1749051,-74.7667029,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BROOK LEDGE INC,12 GOTWALS LN,,OLEY,PA,19547,Berks County,40.3803963,-75.7900153,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BROOK LEDGE INC,12 GOTWALS LN,,OLEY,PA,19547,Berks County,40.3803963,-75.7900153,,,,Hazardous Waste Transporter,No,Open Market
HARRY LORE T/A LORE'S SEPTIC SERVICE,7 CHURCH LN,,Sayres Neck,NJ,8311,Cumberland County,39.3331749,-75.2027363,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CR'S SERVICES LLC,1447 RT 83,,Dennis Twp,NJ,8214,Cape May County,39.1658311,-74.79693929999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
L & L CESSPOOL SERVICE LLC,935 UNION ST,,Dividing Creek,NJ,8315,Cumberland County,39.2706522,-75.0990528,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GARDEN STATE DREDGING AND EXCAVATING INC,8 CLERMONT DR,,Clermont,NJ,8210,Cape May County,39.1489082,-74.76202669999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
NORTH STAR MARINE INC,36 CLERMONT DR,,Clermont,NJ,8210,Cape May County,39.1477806,-74.7578412,,,,Hazardous Waste Transporter,No,Open Market
"PINELAND CONSTRUCTION, LLC",300 77TH ST,,Sea Isle City,NJ,8243,Cape May County,39.1329705,-74.71283369999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
UNITED SEWER & DRAIN SERVICE CORP,31 HAVEN LN,,MIDDLETOWN,NY,10940,Orange County,41.3906206,-74.5502028,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
TAM ENTERPRISES INC/A PLUS MECHANICAL SERVICE,114 HARTLEY RD,,GOSHEN,NY,10924,Orange County,41.4092353,-74.3701182,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
NORTHSTAR MARINE INC,45 BROOKS AVE,,Middle Twp,NJ,8210,Cape May County,39.1402884,-74.778232,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
OGBORNE HAULING INC,130 DUTTON CT,,NEW CASTLE,DE,19720,New Castle County,39.6557277,-75.6363289,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WRS ENVIRONMENTAL SERVICES INC,17 OLD DOCK RD,,YAPHANK,NY,11980,Suffolk County,40.8162573,-72.9425856,,,,Hazardous Waste Transporter,No,Open Market
WRS ENVIRONMENTAL SERVICES INC,17 OLD DOCK RD,,YAPHANK,NY,11980,Suffolk County,40.8162573,-72.9425856,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
PETILLO NY LLC,90 CRYSTAL RUN RD,,MIDDLETOWN,NY,10941,Orange County,41.4477985,-74.3592403,,,,Soil & Fill Recycling Services,No,Open Market
H4 ENTERPRISES LLC,411 COURT HOUSE S DENNIS RD,,Cape May Court House,NJ,8210,Cape May County,39.1115939,-74.82169309999999,,,,Soil & Fill Recycling Services,No,Open Market
H4 ENTERPRISES LLC,411 COURT HOUSE SOUTH DENNIS RD,,Cape May Court House,NJ,8210,Cape May County,39.1115939,-74.82169309999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CHOICE MEDWASTE,10 MILL PARK CT,,NEWARK,DE,19713,New Castle County,39.6860137,-75.6995644,,,,Hazardous Waste Transporter,No,Open Market
RAFF RECYCLING CORPORATION,209 GOSHEN RD,,Middle Twp,NJ,8210,Cape May County,39.0900493,-74.83188609999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BILLY D DUMPSTER SERVICE LLC,1 KIMBLES BEACH RD,,Cape May Court House,NJ,8210,Cape May County,39.0988428,-74.875829,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ASBESTOS TRANSPORTATION CO INC,2 MACICHES MIDDLE ISLAND RD,,SHIRLEYS BAY,NY,11967,Suffolk County,40.8345275,-72.89571839999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
EMERALD TRANSFER SERVICE LLC,39 RT 47,,Cape May Court House,NJ,8210,Cape May County,39.0967289,-74.8824175,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
STERICYCLE INC,1525 CHESTNUT HILL RD,,MORGANTOWN,PA,19543,Berks County,40.1942567,-75.9214641,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CHOICE MEDWASTE LLC,16 TYRE AVE,,NEWARK,DE,19711,New Castle County,39.6833925,-75.7422467,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ADVANT-EDGE SOLUTIONS OF MIDDLE ATLANTIC,17 SHEA WAY,,NEWARK,DE,19713,New Castle County,39.653415,-75.7279069,,,,Hazardous Waste Transporter,No,Open Market
ADVANT-EDGE SOLUTIONS OF MIDDLE ATL INC,1 SHEA WAY,,NEWARK,DE,19713,New Castle County,39.6526918,-75.7277411,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BUSY BEE SEPTIC AND EXCAVATING LLC,114 HOUSTON ST,,MAYBROOK,NY,12543,Orange County,41.4912632,-74.2092641,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
A AND C SEPTIC SERVICE LLC,200 STAGECOACH RD,,Cape May Court House,NJ,8210,Cape May County,39.0719963,-74.8862214,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
RAYS TRANSPORTATION INC,42 ARGENIO DR,,NEW WINDSOR,NY,12553,Orange County,41.491268,-74.0319209,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ELK TRANSPORTATION INC,1420 CLARION ST,,READING,PA,19601,Berks County,40.3540229,-75.95412979999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
EMPIRE WRECKING CO OF READING PA INC,1420 CLARION ST,,READING,PA,19601,Berks County,40.3540229,-75.95412979999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ELK TRANSPORTATION,1420 CLARION STREET,,READING,PA,19601,Berks County,40.3540229,-75.95412979999999,,,,Hazardous Waste Transporter,No,Open Market
DAVE'S TRASH REMOVAL INC,630 SHUNPIKE RD,,Middle Twp,NJ,8842,Cape May County,39.0541888,-74.8493273,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
COMTOM LLC/PETS AT PEACE,445 RT 47,,Cape May Court House,NJ,8210,Cape May County,39.0471267,-74.9016359,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BROCO WASTE & RECYCLING INC,868 W STATE RD,,WARMINSTER,PA,18974,Chester County,39.787654,-75.8709794,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
VINCENT RODIA SP TA RODIAS,566 DELSEA DR,,Wildwood Junction,NJ,8210,Cape May County,39.0411272,-74.898349,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MITCHELL NICHOLS ENTERPRISES INC,23 KING STREET,,Rio Grande,NJ,8242,Cape May County,39.0269261,-74.86848839999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BUDDS GRADING & EXCAVATING LLC,301 N RAILROAD AVE,,Rio Grande,NJ,8242,Cape May County,39.0221372,-74.8780944,,,,Soil & Fill Recycling Services,No,Open Market
BUDDS GRADING & EXCAVATING LLC,301 N RAILROAD AVE,,Rio Grande,NJ,8242,Cape May County,39.0221372,-74.8780944,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
C DERMOTT & SONS LLC,28 WILLIAMS ST,,Rio Grande,NJ,8242,Cape May County,39.0193297,-74.89410219999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
EASTERN ENVIRONMENTAL SOLUTIONS INC,258 LINE RD,,MANORVILLE,NY,11949,Suffolk County,40.8973972,-72.8140434,,,,Hazardous Waste Transporter,No,Open Market
EASTERN ENVIRONMENTAL SOLUTIONS INC,258 LINE RD,,MANORVILLE,NY,11949,Suffolk County,40.8973972,-72.8140434,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
JAB EXCAVATION & CONSTRUCTION LLC,300 FULLING MILL RD,,Villas,NJ,8251,Cape May County,39.0202407,-74.9292643,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
NJ & C ASSOCIATES INC,210 LEETOWN RD,,STORMVILLE,NY,12582,Dutchess County,41.5078581,-73.7420626,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
DKC CONTRACTORS LLC,661 RT 9,,Cape May,NJ,8204,Cape May County,38.9833718,-74.90226559999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CAPITAL WASTE RECYCLING INC,3902 BAY DR,,Villas,NJ,8251,Cape May County,38.997851,-74.95382479999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"ANTHONY SANFILIPPO SP, ACE OF SPADE DUMPSTERS",221 DEBORAH LN,,Cape May,NJ,8204,Cape May County,38.9878562,-74.9395685,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
QUICK PUMPING SERVICES LLC,3085 RT 52,,PINEBUSH,NY,12566,Ulster County,41.617278,-74.3265557,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MILLER ENVIRONMENTAL GROUP,538 EDWARDS AVE,,CALVERTON,NY,11933,Suffolk County,40.9237963,-72.7466792,,,,Hazardous Waste Transporter,No,Open Market
MILLER ENVIRONMENTAL GROUP INC,538 EDWARDS AVE,,CALVERTON,NY,11933,Suffolk County,40.9237963,-72.7466792,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
REMOVEIT LLC,3947 BAYSHORE RD,,Cape May,NJ,8204,Cape May County,38.965117,-74.93872160000001,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
FASTRAK EXPRESS INC,288 STEVENS RD,,RISING SUN,MD,21911,Cecil County,39.7127424,-76.04648879999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GREENBOOT TRANSPORT LLC,1380 MT COBB RD,,JEFFERSON TWP,PA,18436,Lackawanna County,41.4134467,-75.48814209999999,,,,Soil & Fill Recycling Services,No,Open Market
